"Phage","Sample","DTPM","logDTPM","RTPM","logRTPM"
"DAD_2057||","B",187.873282851736,2.27617052896108,77.6862341541568,1.89589876090024
"DAD_2057||","D",2960.00533389141,3.47143918971876,19.2813443183842,1.30709673817149
"DAD_2057||","L",8.03061113551596,0.955717141653631,NA,NA
"DAD_2104||","B",42.2544505567386,1.63603079972665,264.969395007391,2.42483166541262
"DAD_2104||","D",860.368232141965,2.93518885064012,104.109677826921,2.02164270492766
"DAD_2104||","L",37.5125375523776,1.58560213479225,NA,NA
"DAD_211||","B",16.5639582605891,1.24462239636577,6.38366709897888,0.868272107799051
"DAD_211||","D",972.567073908097,2.98836587760715,14.6040736062742,1.1932379902634
"DAD_211||","L",55.6343115987541,1.75307962594346,NA,NA
"DAD_2149||","B",10.6711412694695,1.0671133258653,145.517560245227,2.16588967834593
"DAD_2149||","D",587.442539365846,2.76970406096925,753.054790558083,2.87740290339301
"DAD_2149||","L",24.6313492198053,1.4087714678032,NA,NA
"DAD_2245||","B",21.7767536001804,1.35749182360612,22.7420400755804,1.37551803372139
"DAD_2245||","D",749.251597778623,2.87520692899619,19.7846671586648,1.31774307419645
"DAD_2245||","L",329.948248869504,2.51976008746887,NA,NA
"DAD_2250||","B",0,0,119.967675599497,2.08266933573606
"DAD_2250||","D",769.063854386222,2.88652673875402,72.0459046337605,1.86359587194975
"DAD_2250||","L",47.0531769078452,1.68172210517704,NA,NA
"DAD_2339||","B",66.5890060329887,1.82987605973596,71.4533949073699,1.86005873977261
"DAD_2339||","D",888.882450412342,2.94933264202813,42.9482292060836,1.64294138085417
"DAD_2339||","L",44.6655740375928,1.65958892130271,NA,NA
"DAD_2421||","B",146.132617821841,2.1677089621206,60.5210648114707,1.78902384366178
"DAD_2421||","D",3299.4823190656,3.51857741054532,8.00946691243307,0.954699094659646
"DAD_2421||","L",10.6447758287167,1.06613113243374,NA,NA
"DAD_243||","B",17572.4550038943,4.24485715373296,805.055731223401,2.90636507024931
"DAD_243||","D",4515.2156021398,3.65477466677475,457.260312969738,2.66111224737228
"DAD_243||","L",1155.58702195108,3.06317831478181,NA,NA
"DAD_2436||","B",2685.14027721071,3.42912868890894,1323.3086389271,3.12198921211444
"DAD_2436||","D",2390.12333049562,3.37860197694068,604.86351810664,2.78237480236947
"DAD_2436||","L",2994.1141326793,3.47641337639091,NA,NA
"DAD_244||","B",12.1715188472389,1.11963585764527,17.1465054841009,1.25879300429824
"DAD_244||","D",1018.10045723876,3.00821699644419,22.6163547415015,1.37321286373371
"DAD_244||","L",59.070596112317,1.77866194170273,NA,NA
"DAD_2475||","B",0,0,104.00937438469,2.0212280710872
"DAD_2475||","D",427.750495151525,2.63220463460523,58.9642295556116,1.7778922580635
"DAD_2475||","L",16.7981744400131,1.25037545897813,NA,NA
"DAD_2496||","B",68.4141560787047,1.8414480479755,80.1174353147347,1.90911421114278
"DAD_2496||","D",609.688167574998,2.78581950537876,25.5653942592735,1.42431626569489
"DAD_2496||","L",141.043713903972,2.1524220189303,NA,NA
"DAD_2508||","B",0,0,87.9635432015944,1.94921207147558
"DAD_2508||","D",791.14163795379,2.89880284204668,60.1805178357684,1.78661314856015
"DAD_2508||","L",30.4212047289547,1.49722283242601,NA,NA
"DAD_2574||","B",57.9317483594543,1.77034932573116,152.371183653173,2.18574376928689
"DAD_2574||","D",572.473572628081,2.75851340911393,38.5608318046884,1.59726541448198
"DAD_2574||","L",91.8891332113037,1.96796491030787,NA,NA
"DAD_2702||","B",272.818025811176,2.43746203493252,164.579362856264,2.21900620710976
"DAD_2702||","D",5239.89531149835,3.7194054846229,15.6926222099152,1.22252456447104
"DAD_2702||","L",14.7427073924449,1.19707942335261,NA,NA
"DAD_2773||","B",24292.9455900776,4.38549805448574,3772.3786697456,3.57673039012784
"DAD_2773||","D",7299.54891333355,3.86335551506149,3995.91546548779,3.6017249630561
"DAD_2773||","L",3186.17895610006,3.50340644924869,NA,NA
"DAD_2791||","B",736.222749448236,2.86759872834762,40.6715702166202,1.61983986531366
"DAD_2791||","D",4996.66419811119,3.69876707175707,17.4932841988129,1.26701404381283
"DAD_2791||","L",598.599213671979,2.77786105463297,NA,NA
"DAD_2794||","B",54.7909190755759,1.74656351584958,46.7893946441622,1.67933152927859
"DAD_2794||","D",527.426561419324,2.72298463935113,61.3801121915407,1.79504615150678
"DAD_2794||","L",95.122384422015,1.98282453542025,NA,NA
"DAD_2857||","B",16.9413852345295,1.25385597139967,71.6068944716488,1.86097786159304
"DAD_2857||","D",546.574860294382,2.7384435010287,53.4231443059286,1.73578362960224
"DAD_2857||","L",149.900415290709,2.17869043499239,NA,NA
"DAD_2891||","B",73.7397128942099,1.87355142521418,49.3399443522087,1.70191273112609
"DAD_2891||","D",3177.60204615949,3.50223615862397,18.0062451640413,1.27889632698611
"DAD_2891||","L",16.0024175434457,1.23051067732716,NA,NA
"DAD_2892||","B",172.05933008649,2.23819501822621,80.7660022332695,1.9125727644089
"DAD_2892||","D",3382.7875185991,3.52940308415506,14.4994789514682,1.1903170986667
"DAD_2892||","L",7.27382615611167,0.917706391561357,NA,NA
"DAD_2923||","B",24.800873392777,1.41163440763933,26.890609478733,1.44545800477729
"DAD_2923||","D",937.230651682283,2.9723096170987,22.1340404569495,1.36425149074345
"DAD_2923||","L",303.109645459004,2.48303019489977,NA,NA
"DAD_2943||","B",563.692005750003,2.75181163954627,172.56840109003,2.2394706627682
"DAD_2943||","D",9026.49733434057,3.95556736885945,93.9875520896956,1.97766669567867
"DAD_2943||","L",25.8159833072341,1.42839372660493,NA,NA
"DAD_2999||","B",25.1338508346364,1.41720340792913,77.7524308206327,1.89626396786728
"DAD_2999||","D",705.981111369972,2.84940781077374,43.8463943529036,1.65172753153651
"DAD_2999||","L",144.292411887517,2.16224293321452,NA,NA
"DAD_301||","B",75.7739731342743,1.885214016387,190.183927503488,2.28145137910146
"DAD_301||","D",704.125687800141,2.84826653635715,549.836399204783,2.74102263066164
"DAD_301||","L",53.536030847135,1.73668352663982,NA,NA
"DAD_3109||","B",12.8566705704278,1.14165889213789,28.0226951694854,1.46273774038583
"DAD_3109||","D",504.710640946127,2.70390209196667,33.8464144924082,1.54215809817948
"DAD_3109||","L",22.0667939200067,1.36298723563034,NA,NA
"DAD_3135||","B",3722.80987021027,3.5709874987254,970.545399309,2.98746309954075
"DAD_3135||","D",1455.27011676452,3.16324193771051,572.964403564026,2.7588849589222
"DAD_3135||","L",20746.6867939982,4.3169696832841,NA,NA
"DAD_319||","B",67.9034924418321,1.83824123511193,32.9303316744852,1.53058810496474
"DAD_319||","D",663.134155055546,2.8222558156864,24.1282682902291,1.40016256030322
"DAD_319||","L",215.009980089816,2.33447381688152,NA,NA
"DAD_3203||","B",39.1753706394875,1.60395989205496,491.985237612814,2.6928339145728
"DAD_3203||","D",768.948162607384,2.88646148692392,195.587093642635,2.29355500208322
"DAD_3203||","L",49.463467552871,1.70297708937095,NA,NA
"DAD_3301||","B",79.5799280095661,1.90622687505208,29.111991671513,1.47873948162839
"DAD_3301||","D",511.697268684688,2.70986100380996,24.4862618202873,1.40630614029953
"DAD_3301||","L",202.527836219651,2.30862381547695,NA,NA
"DAD_3390||","B",107.411159663185,2.03507399005,487.473526540088,2.68884103153666
"DAD_3390||","D",1108.67741548349,3.04519674722213,380.101370861613,2.58104051097779
"DAD_3390||","L",159.723273046083,2.20607876801209,NA,NA
"DAD_3402||","B",282.605793126654,2.45271509779891,118.814210165885,2.07850832916053
"DAD_3402||","D",6624.92869993319,3.82124675822989,14.7254956406253,1.19660434254951
"DAD_3402||","L",12.7436687263944,1.13810267849875,NA,NA
"DAD_3414||","B",53.8988646947396,1.73956336335887,244.714579603782,2.39043092633607
"DAD_3414||","D",717.457741365153,2.85640122865444,466.58876662192,2.66986406910076
"DAD_3414||","L",168.273143066253,2.22858805826622,NA,NA
"DAD_344||","B",79.9491262774211,1.90821216556694,43.6619481761618,1.64993766328767
"DAD_344||","D",1136.36792862521,3.05590097790114,49.3631999612866,1.70211331637979
"DAD_344||","L",70.3855359035679,1.85361022419049,NA,NA
"DAD_3456||","B",27.1307691074711,1.44918160612768,123.438054595684,2.09495321294001
"DAD_3456||","D",841.64607110548,2.92564520019779,41.3359518833106,1.62670932891272
"DAD_3456||","L",46.5664176044861,1.67730044439469,NA,NA
"DAD_3549||","B",279.257570141898,2.4475573523159,78.8632851365854,1.90234717071366
"DAD_3549||","D",7491.20197199714,3.87460947641029,23.8665712351777,1.39561590604596
"DAD_3549||","L",379.728505631262,2.58061539421626,NA,NA
"DAD_3629||","B",97.428709880361,1.99312179278109,197.259834238457,2.29723473873652
"DAD_3629||","D",6735.67160548653,3.82844537718774,90.9267235743539,1.96344178139446
"DAD_3629||","L",367.397752944611,2.56631697253802,NA,NA
"DAD_3640||","B",5390.71006360628,3.73172653019614,18782.5517888466,4.27377771660154
"DAD_3640||","D",4415.46076713064,3.64507437680975,40673.4427419376,4.60932161162096
"DAD_3640||","L",5380.9796190224,3.73094204880439,NA,NA
"DAD_3652||","B",27.8960329513753,1.46083822387816,9.07569350066065,1.00327494792925
"DAD_3652||","D",456.294412616942,2.66019589505124,7.02639786841317,0.904520683901887
"DAD_3652||","L",89.155662693671,1.95499301003101,NA,NA
"DAD_3699||","B",0,0,49.51048678976,1.70338155400211
"DAD_3699||","D",572.935366745216,2.75886298743914,52.4787083096555,1.72818090904687
"DAD_3699||","L",73.0731379259055,1.86966074285653,NA,NA
"DAD_3740||","B",28.2341211503551,1.46589004240835,57.1960386283844,1.76489342347488
"DAD_3740||","D",563.744400870679,2.75185193382344,165.404736278807,2.22116568319556
"DAD_3740||","L",21.723527671727,1.35647575351076,NA,NA
"DAD_3748||","B",141.399098774303,2.15350724071526,22.0127779918931,1.36196904777458
"DAD_3748||","D",459.381847904679,2.66311819178172,11.5842968887916,1.09982895561356
"DAD_3748||","L",93.7297350485951,1.97648632262036,NA,NA
"DAD_3767||","B",36.7191915345949,1.57656237558631,54.7908788878315,1.74656320301512
"DAD_3767||","D",700.02655726033,2.84573447082421,26.4959982030871,1.43926949074725
"DAD_3767||","L",136.913535482762,2.13960689196989,NA,NA
"DAD_3771||","B",0,0,454.152515640824,2.65815694743173
"DAD_3771||","D",585.060371728515,2.76794235621956,49.8318287883235,1.70613573469562
"DAD_3771||","L",0.838682577880948,0.264506761008949,NA,NA
"DAD_3798||","B",85.3923093928334,1.93647508348685,22.1234648430247,1.36405290974257
"DAD_3798||","D",497.695717331715,2.69783563862705,16.8707998074772,1.25214398978605
"DAD_3798||","L",53.9088674334032,1.73964248591488,NA,NA
"DAD_3857||","B",14.3607249083929,1.18641171154746,171.561113695262,2.23694293500447
"DAD_3857||","D",654.474046911899,2.81655550074603,45.1686071500591,1.66434677261984
"DAD_3857||","L",28.048072940875,1.46311732643705,NA,NA
"DAD_3870||","B",316.45614987485,2.50168374480096,741.091567708937,2.8704574967846
"DAD_3870||","D",814.571624694786,2.91146210742875,461.770314904738,2.6653654927029
"DAD_3870||","L",2411.84924859022,3.38253018865117,NA,NA
"DAD_3872||","B",489.20284412066,2.69037582666784,256.981752122553,2.41158898800682
"DAD_3872||","D",10228.7639452861,4.00986561235903,32.7498202641708,1.52827146432299
"DAD_3872||","L",838.801139925309,2.92417645980292,NA,NA
"DAD_388||","B",449.201834214589,2.65340726007288,56.2672911648454,1.75790664077034
"DAD_388||","D",11119.4086387782,4.04612074644619,24.0096071929228,1.3981068706475
"DAD_388||","L",673.706584733835,2.82911494863108,NA,NA
"DAD_3881||","B",0,0,4.65546652395929,0.752468436038536
"DAD_3881||","D",705.198861694364,2.8489270131984,23.2274540460559,1.3843077784857
"DAD_3881||","L",80.1360166047466,1.90921368208357,NA,NA
"DAD_3886||","B",1325.54464657459,3.12272187130642,85.9399120322884,1.93921919642635
"DAD_3886||","D",354.321680887522,2.55062170791866,82.4654713304109,1.92150685019025
"DAD_3886||","L",100.623927696161,2.00699597608702,NA,NA
"DAD_3902||","B",33115.8870092165,4.52004950630549,8952.99115586052,3.95201666108128
"DAD_3902||","D",10089.9517361031,4.0039321289966,16190.5063145752,4.20928725355123
"DAD_3902||","L",9875.8837134861,3.99461994058762,NA,NA
"DAD_3907||","B",0,0,30.7507619439726,1.50175415180413
"DAD_3907||","D",440.169693492205,2.64460567058326,31.7429682788769,1.51511804736376
"DAD_3907||","L",11.9746390896451,1.11309528609232,NA,NA
"DAD_3916||","B",28.9594728815659,1.47653416795129,24.6635108544585,1.40931606904663
"DAD_3916||","D",591.294621591196,2.77253778899098,16.5588978863785,1.24449725320532
"DAD_3916||","L",138.831621713874,2.14560539446339,NA,NA
"DAD_3968||","B",87.6776904080862,1.94781437348073,52.9943334009071,1.73234818386279
"DAD_3968||","D",600.031341676039,2.77889711952696,54.461122429149,1.74398865463696
"DAD_3968||","L",138.379118174815,2.14419771249394,NA,NA
"DAD_3970||","B",657.766053040586,2.81873121138872,85.2732622635366,1.9358762203894
"DAD_3970||","D",6279.00144734878,3.79795974382884,7.26553042908456,0.9172707290548
"DAD_3970||","L",40.6602013977514,1.61972136512495,NA,NA
"DAD_3979||","B",29.2748650743559,1.48108221630416,88.9614148168611,1.95405627693616
"DAD_3979||","D",577.919903817142,2.76261848128101,62.0215111205866,1.79948881241247
"DAD_3979||","L",17.3263717150607,1.26307649114324,NA,NA
"DAD_4001||","B",29.3568445340993,1.48225662649058,16.3691555957854,1.23977870566616
"DAD_4001||","D",543.110153687797,2.73568683038934,20.4436759118566,1.33129923491048
"DAD_4001||","L",88.6119460289347,1.9523659086423,NA,NA
"DAD_4004||","B",146.907639898078,2.16999060726183,29.0832494447053,1.47832474480809
"DAD_4004||","D",3828.16865436004,3.58310449511364,13.1129053399229,1.14961642858148
"DAD_4004||","L",391.263757010015,2.59357818358789,NA,NA
"DAD_4013||","B",58.8620392090222,1.77715150706049,52.4377719085688,1.72784834190786
"DAD_4013||","D",474.762104927237,2.67738984695638,15.9928756277195,1.23026687878514
"DAD_4013||","L",71.4170472087853,1.85984081256778,NA,NA
"DAD_4067||","B",0,0,43.9188796353179,1.65242891557101
"DAD_4067||","D",601.656483247118,2.78006983296789,13.4328798278983,1.15935299558274
"DAD_4067||","L",105.221713586714,2.02621330325193,NA,NA
"DAD_4108||","B",59.5474534684854,1.78209588211422,424.733729202552,2.62913805897738
"DAD_4108||","D",802.723172736698,2.90510648997351,153.105409734998,2.18781788451219
"DAD_4108||","L",29.9567603208677,1.49075550471147,NA,NA
"DAD_4135||","B",0,0,79.6409036946965,1.90655538600895
"DAD_4135||","D",461.711958723248,2.66531072392264,53.3773189977231,1.73541779146043
"DAD_4135||","L",19.4500743296654,1.31069489087171,NA,NA
"DAD_4139||","B",74.7101566642449,1.87915414485479,100.71205617206,2.00737243393231
"DAD_4139||","D",549.49272131907,2.74075158105189,173.269397909276,2.24122113073608
"DAD_4139||","L",88.434631002897,1.95150571948014,NA,NA
"DAD_414||","B",10.8175928006675,1.07252902139675,6.72770801536929,0.888050704283532
"DAD_414||","D",851.766888599019,2.93083032913805,19.7142276332964,1.31626874449645
"DAD_414||","L",83.2313055877848,1.92547353232132,NA,NA
"DAD_4158||","B",0,0,24.6368936400677,1.40886540163047
"DAD_4158||","D",470.194235704669,2.6731999689247,9.32500413274067,1.01389023416148
"DAD_4158||","L",13.3107273551843,1.15566170771611,NA,NA
"DAD_42||","B",89.9513420232068,1.9588091116345,117.272085944583,2.07288225645615
"DAD_42||","D",1232.87380819901,3.09127074543042,128.859329392793,2.11347315580024
"DAD_42||","L",63.2938685379415,1.80816955788367,NA,NA
"DAD_4207||","B",241.34283011515,2.38443017533797,13.9684307527347,1.17517627254406
"DAD_4207||","D",561.517194604589,2.75013580217497,10.8665961216849,1.07432616145091
"DAD_4207||","L",124.984218642137,2.10031614681689,NA,NA
"DAD_4209||","B",0,0,49.0048015875411,1.69901170839306
"DAD_4209||","D",524.233573546598,2.72035247891783,73.8512825275268,1.87419924609331
"DAD_4209||","L",25.0040391353729,1.41504081096934,NA,NA
"DAD_4244||","B",30.324932551712,1.49589014455204,212.293525060145,2.32897767179574
"DAD_4244||","D",797.058992367652,2.90203499550212,250.199654264768,2.40001903733026
"DAD_4244||","L",39.485282512465,1.60729717419579,NA,NA
"DAD_4265||","B",1003.62594442468,3.00200438960591,75.0289512698233,1.88097899994526
"DAD_4265||","D",257.30836448703,2.41213846963342,79.4879946092613,1.90573110690481
"DAD_4265||","L",56.6997597625885,1.76117400494084,NA,NA
"DAD_4314||","B",4995.69898408989,3.69868318704787,97.2892385947836,1.99250597078489
"DAD_4314||","D",1009.90570752679,3.00471064855778,32.6177645372991,1.52656883101321
"DAD_4314||","L",207.06024189105,2.3181890990633,NA,NA
"DAD_4334||","B",30.5993262788291,1.4996778232353,14.5790725342751,1.19254159934194
"DAD_4334||","D",593.710886828287,2.77430588880393,23.1194940184566,1.38236819288366
